Rank	Player	Team	Pos	Avg Stars	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18
1	Josh Allen	BUF	QB	3.06	1	3	2	4	3	3	BYE	2	2	4	4	3	4	3	5	1	4	4
2	Lamar Jackson	BAL	QB	3.18	3	2	5	5	3	2	4	3	3	2	3	1	BYE	4	4	2	4	4
3	Drake Maye	NE	QB	3.06	1	4	3	3	3	4	5	4	3	3	BYE	2	3	2	3	4	1	4
4	Joe Burrow	CIN	QB	3.06	4	1	4	3	4	BYE	2	5	3	4	5	2	2	3	3	3	2	2
5	Jayden Daniels	WAS	QB	3.06	2	5	1	3	3	4	BYE	2	3	3	4	3	5	1	3	2	3	5
6	Jalen Hurts	PHI	QB	3.59	5	5	5	3	3	3	5	5	3	BYE	4	5	3	3	1	1	4	3
7	Caleb Williams	CHI	QB	2.88	3	2	2	4	3	3	4	1	4	BYE	2	3	3	4	3	3	3	2
8	Justin Herbert	LAC	QB	2.76	3	3	3	1	1	3	BYE	3	1	2	4	4	4	3	4	4	3	1
9	Trevor Lawrence	JAC	QB	3.24	2	1	4	4	2	1	BYE	3	2	5	3	5	5	4	1	5	5	3
10	Dak Prescott	DAL	QB	3.06	3	5	2	1	4	3	2	3	3	4	5	2	1	BYE	3	3	3	5
11	Brock Purdy	SF	QB	2.76	3	4	3	1	1	5	3	BYE	3	5	2	1	3	3	2	3	2	3
12	Jaxson Dart	NYG	QB	3.18	5	3	5	3	5	2	1	BYE	2	5	3	3	4	1	2	3	5	2
13	Bo Nix	DEN	QB	3.06	3	3	3	4	2	1	3	3	3	BYE	3	4	4	4	3	3	4	2
14	Patrick Mahomes II	KC	QB	2.82	1	3	4	3	BYE	2	1	1	4	3	3	3	3	4	4	4	2	3
15	Matthew Stafford	LAR	QB	2.94	4	3	1	2	3	3	3	2	5	3	BYE	3	3	4	5	1	4	1
16	Jared Goff	DET	QB	3.41	2	3	4	3	3	BYE	3	2	4	4	4	5	3	5	2	3	5	3
17	Kyler Murray	MIN	QB	3.59	3	5	4	4	2	BYE	3	3	3	3	4	3	3	4	3	5	4	5
18	Baker Mayfield	TB	QB	3	4	2	2	3	5	4	3	3	5	BYE	3	3	2	2	2	3	3	2
19	Jordan Love	GB	QB	3.29	2	4	3	4	5	5	3	3	4	2	BYE	3	2	3	4	5	1	3
20	Tyler Shough	NO	QB	3.18	3	2	3	3	2	3	4	BYE	2	3	5	4	3	3	4	3	3	4
21	Malik Willis	MIA	QB	3.24	3	4	3	2	4	BYE	4	4	3	3	3	4	1	5	3	2	3	4
22	Sam Darnold	SEA	QB	3.29	4	3	5	2	4	1	3	5	3	3	BYE	4	5	3	2	3	3	3
23	C.J. Stroud	HOU	QB	3.35	3	4	3	5	5	3	3	BYE	2	2	3	2	4	5	3	2	3	5
24	Daniel Jones	IND	QB	3.18	2	3	1	5	4	5	2	3	5	4	1	3	BYE	2	5	4	2	3
25	Cam Ward	TEN	QB	3	4	2	3	2	1	3	2	4	BYE	3	5	3	5	3	3	3	4	1
26	Bryce Young	CAR	QB	2.76	5	3	2	3	BYE	2	4	3	1	2	2	4	2	2	4	4	1	3
27	Jacoby Brissett	ARI	QB	2.88	2	1	4	3	3	3	1	5	1	3	3	5	2	BYE	4	2	3	4
28	Geno Smith	NYJ	QB	3.18	5	3	3	5	2	4	4	3	3	3	2	4	BYE	1	3	4	2	3
29	Aaron Rodgers	PIT	QB	2.76	3	4	4	2	3	4	2	2	BYE	4	2	1	1	3	2	3	5	2
30	Fernando Mendoza	LV	QB	2.76	4	2	2	3	4	3	3	4	4	1	1	2	BYE	2	1	5	3	3
31	Tua Tagovailoa	ATL	QB	3.24	4	3	3	2	2	5	4	4	4	3	BYE	2	3	2	5	4	2	3
32	Michael Penix Jr.	ATL	QB	3.24	4	3	3	2	2	5	4	4	4	3	BYE	2	3	2	5	4	2	3
33	Kirk Cousins	LV	QB	2.76	4	2	2	3	4	3	3	4	4	1	1	2	BYE	2	1	5	3	3
34	Shedeur Sanders	CLE	QB	3.18	3	4	3	4	4	2	5	4	2	1	BYE	3	4	3	3	2	3	4
35	Deshaun Watson	CLE	QB	3.18	3	4	3	4	4	2	5	4	2	1	BYE	3	4	3	3	2	3	4
36	Carson Beck	ARI	QB	2.88	2	1	4	3	3	3	1	5	1	3	3	5	2	BYE	4	2	3	4
37	J.J. McCarthy	MIN	QB	3.59	3	5	4	4	2	BYE	3	3	3	3	4	3	3	4	3	5	4	5
38	Mac Jones	SF	QB	2.76	3	4	3	1	1	5	3	BYE	3	5	2	1	3	3	2	3	2	3
39	Ty Simpson	LAR	QB	2.94	4	3	1	2	3	3	3	2	5	3	BYE	3	3	4	5	1	4	1
40	Justin Fields	KC	QB	2.82	1	3	4	3	BYE	2	1	1	4	3	3	3	3	4	4	4	2	3
41	Joe Flacco	CIN	QB	3.06	4	1	4	3	4	BYE	2	5	3	4	5	2	2	3	3	3	2	2
42	Marcus Mariota	WAS	QB	3.06	2	5	1	3	3	4	BYE	2	3	3	4	3	5	1	3	2	3	5
43	Jameis Winston	NYG	QB	3.18	5	3	5	3	5	2	1	BYE	2	5	3	3	4	1	2	3	5	2
44	Anthony Richardson Sr.	IND	QB	3.18	2	3	1	5	4	5	2	3	5	4	1	3	BYE	2	5	4	2	3
45	Cade Klubnik	NYJ	QB	3.18	5	3	3	5	2	4	4	3	3	3	2	4	BYE	1	3	4	2	3
46	Quinn Ewers	MIA	QB	3.24	3	4	3	2	4	BYE	4	4	3	3	3	4	1	5	3	2	3	4
47	Joe Milton III	DAL	QB	3.06	3	5	2	1	4	3	2	3	3	4	5	2	1	BYE	3	3	3	5
48	Riley Leonard	IND	QB	3.18	2	3	1	5	4	5	2	3	5	4	1	3	BYE	2	5	4	2	3
49	Tyrod Taylor	GB	QB	3.29	2	4	3	4	5	5	3	3	4	2	BYE	3	2	3	4	5	1	3
50	Gardner Minshew II	ARI	QB	2.88	2	1	4	3	3	3	1	5	1	3	3	5	2	BYE	4	2	3	4
51	Spencer Rattler	NO	QB	3.18	3	2	3	3	2	3	4	BYE	2	3	5	4	3	3	4	3	3	4
52	Trey Lance	LAC	QB	2.76	3	3	3	1	1	3	BYE	3	1	2	4	4	4	3	4	4	3	1
53	Davis Mills	HOU	QB	3.35	3	4	3	5	5	3	3	BYE	2	2	3	2	4	5	3	2	3	5
54	Tyson Bagent	CHI	QB	2.88	3	2	2	4	3	3	4	1	4	BYE	2	3	3	4	3	3	3	2
55	Tyler Huntley	BAL	QB	3.18	3	2	5	5	3	2	4	3	3	2	3	1	BYE	4	4	2	4	4
56	Jarrett Stidham	DEN	QB	3.06	3	3	3	4	2	1	3	3	3	BYE	3	4	4	4	3	3	4	2
57	Kenny Pickett	CAR	QB	2.76	5	3	2	3	BYE	2	4	3	1	2	2	4	2	2	4	4	1	3
58	Drew Allar	PIT	QB	2.76	3	4	4	2	3	4	2	2	BYE	4	2	1	1	3	2	3	5	2
59	Mitchell Trubisky	TEN	QB	3	4	2	3	2	1	3	2	4	BYE	3	5	3	5	3	3	3	4	1
60	Jalen Milroe	SEA	QB	3.29	4	3	5	2	4	1	3	5	3	3	BYE	4	5	3	2	3	3	3
61	Jake Browning	TB	QB	3	4	2	2	3	5	4	3	3	5	BYE	3	3	2	2	2	3	3	2
62	Dillon Gabriel	CLE	QB	3.18	3	4	3	4	4	2	5	4	2	1	BYE	3	4	3	3	2	3	4
63	Will Levis	TEN	QB	3	4	2	3	2	1	3	2	4	BYE	3	5	3	5	3	3	3	4	1
64	Mason Rudolph	PIT	QB	2.76	3	4	4	2	3	4	2	2	BYE	4	2	1	1	3	2	3	5	2
65	Sam Howell	DAL	QB	3.06	3	5	2	1	4	3	2	3	3	4	5	2	1	BYE	3	3	3	5
66	Carson Wentz	MIN	QB	3.59	3	5	4	4	2	BYE	3	3	3	3	4	3	3	4	3	5	4	5
67	Taylen Green	CLE	QB	3.18	3	4	3	4	4	2	5	4	2	1	BYE	3	4	3	3	2	3	4
68	Tommy DeVito	NE	QB	3.06	1	4	3	3	3	4	5	4	3	3	BYE	2	3	2	3	4	1	4
69	Drew Lock	SEA	QB	3.29	4	3	5	2	4	1	3	5	3	3	BYE	4	5	3	2	3	3	3
70	Nick Mullens	JAC	QB	3.24	2	1	4	4	2	1	BYE	3	2	5	3	5	5	4	1	5	5	3
71	Garrett Nussmeier	KC	QB	2.82	1	3	4	3	BYE	2	1	1	4	3	3	3	3	4	4	4	2	3
72	Will Howard	PIT	QB	2.76	3	4	4	2	3	4	2	2	BYE	4	2	1	1	3	2	3	5	2
73	Tanner McKee	PHI	QB	3.59	5	5	5	3	3	3	5	5	3	BYE	4	5	3	3	1	1	4	3
74	Brady Cook	NYJ	QB	3.18	5	3	3	5	2	4	4	3	3	3	2	4	BYE	1	3	4	2	3
75	Zach Wilson	NO	QB	3.18	3	2	3	3	2	3	4	BYE	2	3	5	4	3	3	4	3	3	4
76	Kyle Allen	BUF	QB	3.06	1	3	2	4	3	3	BYE	2	2	4	4	3	4	3	5	1	4	4
77	Jimmy Garoppolo	LAR	QB	2.94	4	3	1	2	3	3	3	2	5	3	BYE	3	3	4	5	1	4	1
78	Aidan O'Connell	LV	QB	2.76	4	2	2	3	4	3	3	4	4	1	1	2	BYE	2	1	5	3	3
79	Andy Dalton	PHI	QB	3.59	5	5	5	3	3	3	5	5	3	BYE	4	5	3	3	1	1	4	3
80	Joshua Dobbs	DET	QB	3.41	2	3	4	3	3	BYE	3	2	4	4	4	5	3	5	2	3	5	3
81	Hendon Hooker	TEN	QB	3	4	2	3	2	1	3	2	4	BYE	3	5	3	5	3	3	3	4	1
82	Josh Johnson	CIN	QB	3.06	4	1	4	3	4	BYE	2	5	3	4	5	2	2	3	3	3	2	2
83	Sam Ehlinger	DEN	QB	3.06	3	3	3	4	2	1	3	3	3	BYE	3	4	4	4	3	3	4	2
84	Brandon Allen	NYG	QB	3.18	5	3	5	3	5	2	1	BYE	2	5	3	3	4	1	2	3	5	2
85	Behren Morton	NE	QB	3.06	1	4	3	3	3	4	5	4	3	3	BYE	2	3	2	3	4	1	4
86	Luke Altmyer	DET	QB	3.41	2	3	4	3	3	BYE	3	2	4	4	4	5	3	5	2	3	5	3
87	Sam Hartman	WAS	QB	3.06	2	5	1	3	3	4	BYE	2	3	3	4	3	5	1	3	2	3	5
88	Athan Kaliakmanis	WAS	QB	3.06	2	5	1	3	3	4	BYE	2	3	3	4	3	5	1	3	2	3	5
89	Kurtis Rourke	SF	QB	2.76	3	4	3	1	1	5	3	BYE	3	5	2	1	3	3	2	3	2	3
90	Skylar Thompson	BAL	QB	3.18	3	2	5	5	3	2	4	3	3	2	3	1	BYE	4	4	2	4	4
91	Case Keenum	CHI	QB	2.88	3	2	2	4	3	3	4	1	4	BYE	2	3	3	4	3	3	3	2
92	Kyle McCord	GB	QB	3.29	2	4	3	4	5	5	3	3	4	2	BYE	3	2	3	4	5	1	3
93	Shane Buechele	BUF	QB	3.06	1	3	2	4	3	3	BYE	2	2	4	4	3	4	3	5	1	4	4
94	Max Brosmer	MIN	QB	3.59	3	5	4	4	2	BYE	3	3	3	3	4	3	3	4	3	5	4	5
95	Adrian Martinez	SF	QB	2.76	3	4	3	1	1	5	3	BYE	3	5	2	1	3	3	2	3	2	3
96	DJ Uiagalelei	LAC	QB	2.76	3	3	3	1	1	3	BYE	3	1	2	4	4	4	3	4	4	3	1
97	Cam Miller	MIA	QB	3.24	3	4	3	2	4	BYE	4	4	3	3	3	4	1	5	3	2	3	4
98	Haynes King	CAR	QB	2.76	5	3	2	3	BYE	2	4	3	1	2	2	4	2	2	4	4	1	3
99	Cole Payton	PHI	QB	3.59	5	5	5	3	3	3	5	5	3	BYE	4	5	3	3	1	1	4	3
100	Bailey Zappe	NYJ	QB	3.18	5	3	3	5	2	4	4	3	3	3	2	4	BYE	1	3	4	2	3
Rank	Player	Team	Pos	Avg Stars	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18
1	Jahmyr Gibbs	DET	RB	3.41	3	4	4	4	5	BYE	3	3	4	2	3	3	3	4	3	4	3	3
2	Bijan Robinson	ATL	RB	3.06	2	4	3	3	3	3	4	3	4	2	BYE	3	2	2	4	3	3	4
3	Jonathan Taylor	IND	RB	3.29	3	2	3	4	2	4	3	3	5	4	3	4	BYE	3	4	4	2	3
4	James Cook III	BUF	RB	2.88	3	2	3	2	2	3	BYE	3	3	4	4	2	2	3	3	2	4	4
5	Christian McCaffrey	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
6	Derrick Henry	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
7	Saquon Barkley	PHI	RB	3.47	4	4	3	2	3	4	5	4	4	BYE	2	5	5	2	1	3	4	4
8	Ashton Jeanty	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
9	Chase Brown	CIN	RB	2.88	3	3	2	3	4	BYE	3	4	3	2	4	3	2	2	4	2	3	2
10	Kenneth Walker III	KC	RB	3	2	2	4	3	BYE	3	1	2	4	3	5	4	2	4	2	4	3	3
11	Omarion Hampton	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
12	De'Von Achane	MIA	RB	3	3	4	2	3	4	BYE	4	2	2	2	4	4	2	3	3	3	4	2
13	Kyren Williams	LAR	RB	3.29	4	4	2	3	4	5	3	3	4	5	BYE	3	2	4	5	1	3	1
14	Javonte Williams	DAL	RB	3.24	4	4	3	3	3	3	3	5	2	4	4	3	1	BYE	2	3	4	4
15	Josh Jacobs	GB	RB	3.12	3	4	3	3	3	5	2	4	2	3	BYE	2	3	4	4	3	3	2
16	Breece Hall	NYJ	RB	3.06	4	3	2	3	2	2	4	3	2	4	3	4	BYE	2	5	2	3	4
17	Jeremiyah Love	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
18	Travis Etienne Jr.	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
19	Cam Skattebo	NYG	RB	3.24	5	2	4	5	4	3	3	BYE	3	4	3	2	4	1	2	2	5	3
20	D'Andre Swift	CHI	RB	2.94	4	3	3	4	3	3	2	1	3	BYE	3	2	3	4	4	3	2	3
21	Quinshon Judkins	CLE	RB	3.18	3	3	4	2	4	3	4	2	3	3	BYE	3	4	3	4	3	2	4
22	Bucky Irving	TB	RB	3.06	4	2	3	3	5	2	4	3	3	BYE	2	4	3	3	3	3	2	3
23	David Montgomery	HOU	RB	3.24	4	4	2	5	4	3	4	BYE	3	2	2	3	2	4	3	3	3	4
24	Bhayshul Tuten	JAC	RB	3.06	2	2	2	4	3	3	BYE	2	3	4	4	4	3	2	3	5	4	2
25	TreVeyon Henderson	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
26	Jadarian Price	SEA	RB	3.35	2	5	4	3	4	2	2	3	5	3	BYE	4	5	4	3	2	4	2
27	Tony Pollard	TEN	RB	3.06	4	3	4	3	3	2	2	4	BYE	3	5	3	4	2	2	3	2	3
28	Jaylen Warren	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
29	Rhamondre Stevenson	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
30	Rico Dowdle	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
31	J.K. Dobbins	DEN	RB	3	2	3	2	4	3	1	5	2	4	BYE	3	2	4	4	3	4	2	3
32	Blake Corum	LAR	RB	3.29	4	4	2	3	4	5	3	3	4	5	BYE	3	2	4	5	1	3	1
33	Chuba Hubbard	CAR	RB	2.71	3	3	2	2	BYE	3	3	3	2	3	3	3	3	3	4	2	1	3
34	Jonathon Brooks	CAR	RB	2.71	3	3	2	2	BYE	3	3	3	2	3	3	3	3	3	4	2	1	3
35	Kyle Monangai	CHI	RB	2.94	4	3	3	4	3	3	2	1	3	BYE	3	2	3	4	4	3	2	3
36	Jacory Croskey-Merritt	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
37	Jordan Mason	MIN	RB	3.12	3	3	3	4	3	BYE	2	2	4	3	4	3	4	2	2	4	4	3
38	RJ Harvey	DEN	RB	3	2	3	2	4	3	1	5	2	4	BYE	3	2	4	4	3	4	2	3
39	Rachaad White	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
40	Chris Rodriguez Jr.	JAC	RB	3.06	2	2	2	4	3	3	BYE	2	3	4	4	4	3	2	3	5	4	2
41	Kenny Gainwell	TB	RB	3.06	4	2	3	3	5	2	4	3	3	BYE	2	4	3	3	3	3	2	3
42	Aaron Jones Sr.	MIN	RB	3.12	3	3	3	4	3	BYE	2	2	4	3	4	3	4	2	2	4	4	3
43	Tyrone Tracy Jr.	NYG	RB	3.24	5	2	4	5	4	3	3	BYE	3	4	3	2	4	1	2	2	5	3
44	Tyler Allgeier	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
45	Woody Marks	HOU	RB	3.24	4	4	2	5	4	3	4	BYE	3	2	2	3	2	4	3	3	3	4
46	Zach Charbonnet	SEA	RB	3.35	2	5	4	3	4	2	2	3	5	3	BYE	4	5	4	3	2	4	2
47	Isiah Pacheco	DET	RB	3.41	3	4	4	4	5	BYE	3	3	4	2	3	3	3	4	3	4	3	3
48	Keaton Mitchell	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
49	Tank Bigsby	PHI	RB	3.47	4	4	3	2	3	4	5	4	4	BYE	2	5	5	2	1	3	4	4
50	Alvin Kamara	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
51	Brian Robinson Jr.	ATL	RB	3.06	2	4	3	3	3	3	4	3	4	2	BYE	3	2	2	4	3	3	4
52	Tyjae Spears	TEN	RB	3.06	4	3	4	3	3	2	2	4	BYE	3	5	3	4	2	2	3	2	3
53	Jonah Coleman	DEN	RB	3	2	3	2	4	3	1	5	2	4	BYE	3	2	4	4	3	4	2	3
54	Dylan Sampson	CLE	RB	3.18	3	3	4	2	4	3	4	2	3	3	BYE	3	4	3	4	3	2	4
55	Braelon Allen	NYJ	RB	3.06	4	3	2	3	2	2	4	3	2	4	3	4	BYE	2	5	2	3	4
56	Ray Davis	BUF	RB	2.88	3	2	3	2	2	3	BYE	3	3	4	4	2	2	3	3	2	4	4
57	Kimani Vidal	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
58	MarShawn Lloyd	GB	RB	3.12	3	4	3	3	3	5	2	4	2	3	BYE	2	3	4	4	3	3	2
59	Sean Tucker	TB	RB	3.06	4	2	3	3	5	2	4	3	3	BYE	2	4	3	3	3	3	2	3
60	Emmett Johnson	KC	RB	3	2	2	4	3	BYE	3	1	2	4	3	5	4	2	4	2	4	3	3
61	Mike Washington Jr.	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
62	Emanuel Wilson	SEA	RB	3.35	2	5	4	3	4	2	2	3	5	3	BYE	4	5	4	3	2	4	2
63	Nicholas Singleton	TEN	RB	3.06	4	3	4	3	3	2	2	4	BYE	3	5	3	4	2	2	3	2	3
64	James Conner	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
65	Kaytron Allen	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
66	Jaydon Blue	DAL	RB	3.24	4	4	3	3	3	3	3	5	2	4	4	3	1	BYE	2	3	4	4
67	Ollie Gordon II	MIA	RB	3	3	4	2	3	4	BYE	4	2	2	2	4	4	2	3	3	3	4	2
68	Jaylen Wright	MIA	RB	3	3	4	2	3	4	BYE	4	2	2	2	4	4	2	3	3	3	4	2
69	George Holani	SEA	RB	3.35	2	5	4	3	4	2	2	3	5	3	BYE	4	5	4	3	2	4	2
70	Demond Claiborne	MIN	RB	3.12	3	3	3	4	3	BYE	2	2	4	3	4	3	4	2	2	4	4	3
71	Jordan James	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
72	Kaelon Black	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
73	Isaiah Davis	NYJ	RB	3.06	4	3	2	3	2	2	4	3	2	4	3	4	BYE	2	5	2	3	4
74	Justice Hill	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
75	Malik Davis	DAL	RB	3.24	4	4	3	3	3	3	3	5	2	4	4	3	1	BYE	2	3	4	4
76	Chris Brooks	GB	RB	3.12	3	4	3	3	3	5	2	4	2	3	BYE	2	3	4	4	3	3	2
77	Samaje Perine	CIN	RB	2.88	3	3	2	3	4	BYE	3	4	3	2	4	3	2	2	4	2	3	2
78	Ty Johnson	BUF	RB	2.88	3	2	3	2	2	3	BYE	3	3	4	4	2	2	3	3	2	4	4
79	DJ Giddens	IND	RB	3.29	3	2	3	4	2	4	3	3	5	4	3	4	BYE	3	4	4	2	3
80	Emari Demercado	KC	RB	3	2	2	4	3	BYE	3	1	2	4	3	5	4	2	4	2	4	3	3
81	Seth McGowan	IND	RB	3.29	3	2	3	4	2	4	3	3	5	4	3	4	BYE	3	4	4	2	3
82	LeQuint Allen Jr.	JAC	RB	3.06	2	2	2	4	3	3	BYE	2	3	4	4	4	3	2	3	5	4	2
83	Devin Singletary	NYG	RB	3.24	5	2	4	5	4	3	3	BYE	3	4	3	2	4	1	2	2	5	3
84	Devin Neal	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
85	Adam Randall	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
86	Trey Benson	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
87	Kaleb Johnson	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
88	Kendre Miller	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
89	Brashard Smith	KC	RB	3	2	2	4	3	BYE	3	1	2	4	3	5	4	2	4	2	4	3	3
90	Trevor Etienne	CAR	RB	2.71	3	3	2	2	BYE	3	3	3	2	3	3	3	3	3	4	2	1	3
91	Jerome Ford	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
92	Najee Harris	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
93	Tahj Brooks	CIN	RB	2.88	3	3	2	3	4	BYE	3	4	3	2	4	3	2	2	4	2	3	2
94	Isaac Guerendo	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
95	Jarquez Hunter	LAR	RB	3.29	4	4	2	3	4	5	3	3	4	5	BYE	3	2	4	5	1	3	1
96	Jaleel McLaughlin	DEN	RB	3	2	3	2	4	3	1	5	2	4	BYE	3	2	4	4	3	4	2	3
97	Audric Estime	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
98	Will Shipley	PHI	RB	3.47	4	4	3	2	3	4	5	4	4	BYE	2	5	5	2	1	3	4	4
99	Kareem Hunt	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
100	Joe Mixon	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
101	Michael Carter	TEN	RB	3.06	4	3	4	3	3	2	2	4	BYE	3	5	3	4	2	2	3	2	3
102	Eli Heidenreich	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
103	J'Mari Taylor	JAC	RB	3.06	2	2	2	4	3	3	BYE	2	3	4	4	4	3	2	3	5	4	2
104	Jawhar Jordan	HOU	RB	3.24	4	4	2	5	4	3	4	BYE	3	2	2	3	2	4	3	3	3	4
105	Bam Knight	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
106	Raheim Sanders	CLE	RB	3.18	3	3	4	2	4	3	4	2	3	3	BYE	3	4	3	4	3	2	4
107	Phil Mafah	DAL	RB	3.24	4	4	3	3	3	3	3	5	2	4	4	3	1	BYE	2	3	4	4
108	Nick Chubb	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
109	Jam Miller	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
110	Rasheen Ali	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
111	Roschon Johnson	CHI	RB	2.94	4	3	3	4	3	3	2	1	3	BYE	3	2	3	4	4	3	2	3
112	Kyle Juszczyk	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
113	Austin Ekeler	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
114	Sione Vaki	DET	RB	3.41	3	4	4	4	5	BYE	3	3	4	2	3	3	3	4	3	4	3	3
115	Damien Martinez	GB	RB	3.12	3	4	3	3	3	5	2	4	2	3	BYE	2	3	4	4	3	3	2
116	Zavier Scott	MIN	RB	3.12	3	3	3	4	3	BYE	2	2	4	3	4	3	4	2	2	4	4	3
117	Dameon Pierce	PHI	RB	3.47	4	4	3	2	3	4	5	4	4	BYE	2	5	5	2	1	3	4	4
118	Terrell Jennings	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
119	Jeremy McNichols	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
120	Tyler Goodson	ATL	RB	3.06	2	4	3	3	3	3	4	3	4	2	BYE	3	2	2	4	3	3	4
121	Khalil Herbert	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
122	Dylan Laube	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
123	Kalel Mullings	TEN	RB	3.06	4	3	4	3	3	2	2	4	BYE	3	5	3	4	2	2	3	2	3
124	Jaydn Ott	KC	RB	3	2	2	4	3	BYE	3	1	2	4	3	5	4	2	4	2	4	3	3
125	Ty Chandler	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
126	Myles Montgomery	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
127	Frank Gore Jr.	BUF	RB	2.88	3	2	3	2	2	3	BYE	3	3	4	4	2	2	3	3	2	4	4
128	Cash Jones	ATL	RB	3.06	2	4	3	3	3	3	4	3	4	2	BYE	3	2	2	4	3	3	4
129	Robert Henry Jr.	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
130	Hunter Luepke	DAL	RB	3.24	4	4	3	3	3	3	3	5	2	4	4	3	1	BYE	2	3	4	4
